timestamp,machine_name,energy_consumption_kwh,temperature_celsius,humidity_percent,production_rate,operating_status,weather_condition,energy_cost_per_kwh,downtime_minutes,load_factor,maintenance_alert
2023-04-13 16:00:00,Sorting Robot,7.62,5.1,37.6,133,Operational,Cloudy,0.164,0,0.53,0
2023-04-13 17:00:00,Sorting Robot,12.14,16.9,77.9,148,Idle,Snow,0.149,11,0.0,0
2023-04-13 18:00:00,Sorting Robot,14.28,-3.5,70.4,54,Operational,Clear,0.173,0,0.56,0
2023-04-13 19:00:00,Sorting Robot,19.68,5.5,32.1,193,Operational,Snow,0.172,0,0.99,0
2023-04-13 20:00:00,Sorting Robot,4.68,12.6,64.6,64,Maintenance,Cloudy,0.116,0,0.0,0
2023-04-13 21:00:00,Sorting Robot,11.95,0.4,23.8,127,Idle,Rain,0.195,12,0.0,0
2023-04-13 22:00:00,Sorting Robot,10.06,19.4,50.5,69,Operational,Clear,0.115,0,0.55,0
2023-04-13 23:00:00,Sorting Robot,6.62,1.7,41.5,122,Operational,Cloudy,0.169,0,0.96,0
2023-04-14 00:00:00,Sorting Robot,7.63,-2.2,78.7,74,Maintenance,Clear,0.161,0,0.0,0
2023-04-14 01:00:00,Sorting Robot,5.97,-6.0,36.8,83,Operational,Snow,0.116,0,0.97,0
2023-04-14 02:00:00,Sorting Robot,6.4,6.4,33.7,90,Operational,Clear,0.167,0,0.86,0
2023-04-14 03:00:00,Sorting Robot,11.96,34.1,63.8,111,Idle,Rain,0.122,17,0.0,0
2023-04-14 04:00:00,Sorting Robot,22.11,-8.2,81.7,166,Operational,Clear,0.18,0,0.66,0
2023-04-14 05:00:00,Sorting Robot,18.6,6.1,74.9,148,Operational,Rain,0.165,0,0.78,0
2023-04-14 06:00:00,Sorting Robot,9.29,6.6,71.9,90,Idle,Cloudy,0.173,19,0.0,0
2023-04-14 07:00:00,Sorting Robot,11.71,-1.4,61.3,141,Maintenance,Rain,0.183,0,0.0,0
2023-04-14 08:00:00,Sorting Robot,7.17,13.3,63.7,169,Idle,Cloudy,0.15,11,0.0,0
2023-04-14 09:00:00,Sorting Robot,20.28,25.1,80.2,161,Maintenance,Snow,0.142,0,0.0,0
2023-04-14 10:00:00,Sorting Robot,11.43,1.6,47.2,76,Operational,Snow,0.101,0,0.96,0
2023-04-14 11:00:00,Sorting Robot,15.31,5.5,75.8,144,Operational,Cloudy,0.166,0,0.88,0
2023-04-14 12:00:00,Sorting Robot,14.58,3.0,62.4,82,Maintenance,Snow,0.177,0,0.0,0
2023-04-14 13:00:00,Sorting Robot,9.67,8.7,71.0,119,Idle,Rain,0.112,15,0.0,0
2023-04-14 14:00:00,Sorting Robot,12.56,-4.9,55.4,148,Operational,Snow,0.123,0,0.7,0
2023-04-14 15:00:00,Sorting Robot,4.19,8.5,58.8,70,Operational,Rain,0.191,0,0.69,0
2023-04-14 16:00:00,Sorting Robot,12.54,17.7,41.4,55,Maintenance,Snow,0.146,0,0.0,0
2023-04-14 17:00:00,Sorting Robot,20.61,4.5,87.5,131,Operational,Rain,0.118,0,0.85,0
2023-04-14 18:00:00,Sorting Robot,23.73,23.9,22.4,145,Operational,Snow,0.123,0,0.95,0
2023-04-14 19:00:00,Sorting Robot,15.08,19.4,55.8,82,Operational,Snow,0.168,0,0.87,0
2023-04-14 20:00:00,Sorting Robot,9.08,28.6,53.0,68,Operational,Rain,0.19,0,0.9,0
2023-04-14 21:00:00,Sorting Robot,23.08,-9.1,65.8,150,Idle,Rain,0.168,11,0.0,0
2023-04-14 22:00:00,Sorting Robot,22.09,14.9,32.3,130,Operational,Cloudy,0.163,0,0.55,0
2023-04-14 23:00:00,Sorting Robot,5.77,31.7,56.2,77,Operational,Rain,0.123,0,0.98,0
2023-04-15 00:00:00,Sorting Robot,12.01,9.6,49.4,104,Operational,Cloudy,0.17,0,0.68,0
2023-04-15 01:00:00,Sorting Robot,9.96,8.9,72.2,75,Idle,Rain,0.171,3,0.0,0
2023-04-15 02:00:00,Sorting Robot,9.42,33.3,87.4,69,Operational,Rain,0.123,0,0.63,0
2023-04-15 03:00:00,Sorting Robot,6.41,26.9,25.6,176,Operational,Rain,0.168,0,0.96,0
2023-04-15 04:00:00,Sorting Robot,23.55,0.4,23.8,157,Operational,Clear,0.135,0,0.77,0
2023-04-15 05:00:00,Sorting Robot,19.07,27.6,37.5,180,Operational,Clear,0.199,0,0.87,0
2023-04-15 06:00:00,Sorting Robot,4.44,7.9,73.8,104,Idle,Snow,0.122,23,0.0,1
2023-04-15 07:00:00,Sorting Robot,5.87,23.5,38.4,95,Idle,Rain,0.129,2,0.0,0
2023-04-15 08:00:00,Sorting Robot,5.39,-2.3,49.4,80,Operational,Clear,0.184,0,0.89,0
2023-04-15 09:00:00,Sorting Robot,26.17,3.8,56.4,196,Operational,Clear,0.193,0,0.55,0
2023-04-15 10:00:00,Sorting Robot,6.03,22.5,29.5,179,Operational,Rain,0.108,0,0.79,0
2023-04-15 11:00:00,Sorting Robot,11.94,7.0,28.3,106,Operational,Clear,0.151,0,0.89,0
2023-04-15 12:00:00,Sorting Robot,9.1,19.9,52.6,98,Operational,Clear,0.1,0,0.92,0
2023-04-15 13:00:00,Sorting Robot,23.08,2.0,34.9,193,Maintenance,Cloudy,0.107,0,0.0,0
2023-04-15 14:00:00,Sorting Robot,8.58,1.8,50.5,55,Operational,Rain,0.116,0,0.52,0
2023-04-15 15:00:00,Sorting Robot,12.54,11.2,45.0,193,Operational,Clear,0.127,0,0.75,0
2023-04-15 16:00:00,Sorting Robot,13.3,-9.0,27.4,189,Operational,Rain,0.148,0,0.85,0
2023-04-15 17:00:00,Sorting Robot,10.3,3.2,66.7,102,Idle,Cloudy,0.177,5,0.0,0
2023-04-15 18:00:00,Sorting Robot,15.78,11.6,57.9,188,Operational,Snow,0.113,0,0.59,0
2023-04-15 19:00:00,Sorting Robot,8.71,8.0,26.9,179,Idle,Clear,0.162,11,0.0,0
2023-04-15 20:00:00,Sorting Robot,25.43,18.5,28.9,188,Operational,Cloudy,0.186,0,0.69,0
2023-04-15 21:00:00,Sorting Robot,22.2,12.4,76.1,174,Operational,Cloudy,0.136,0,0.66,0
2023-04-15 22:00:00,Sorting Robot,20.89,19.9,45.4,178,Operational,Cloudy,0.113,0,0.84,0
2023-04-15 23:00:00,Sorting Robot,16.5,25.3,83.3,192,Operational,Clear,0.156,0,0.64,0
2023-04-16 00:00:00,Sorting Robot,17.08,-3.2,32.1,95,Operational,Cloudy,0.154,0,0.69,0
2023-04-16 01:00:00,Sorting Robot,14.59,28.9,28.0,116,Operational,Rain,0.179,0,0.56,0
2023-04-16 02:00:00,Sorting Robot,22.69,-4.6,22.3,138,Maintenance,Cloudy,0.169,0,0.0,0
2023-04-16 03:00:00,Sorting Robot,9.7,-6.8,67.0,119,Operational,Clear,0.111,0,1.0,0
2023-04-16 04:00:00,Sorting Robot,27.06,-1.9,75.9,199,Operational,Cloudy,0.153,0,0.99,0
2023-04-16 05:00:00,Sorting Robot,4.03,-4.6,87.3,57,Idle,Clear,0.148,25,0.0,1
2023-04-16 06:00:00,Sorting Robot,18.27,28.5,58.7,174,Maintenance,Snow,0.116,0,0.0,0
2023-04-16 07:00:00,Sorting Robot,16.59,34.3,36.2,87,Idle,Rain,0.196,29,0.0,1
2023-04-16 08:00:00,Sorting Robot,5.74,2.6,71.1,117,Operational,Clear,0.174,0,0.74,0
2023-04-16 09:00:00,Sorting Robot,12.86,-4.7,82.6,73,Operational,Cloudy,0.117,0,0.77,0
2023-04-16 10:00:00,Sorting Robot,20.22,4.7,69.7,188,Operational,Rain,0.119,0,0.62,0
2023-04-16 11:00:00,Sorting Robot,11.33,21.7,67.3,152,Operational,Clear,0.148,0,0.73,0
2023-04-16 12:00:00,Sorting Robot,9.67,-4.4,63.5,135,Idle,Cloudy,0.146,11,0.0,0
2023-04-16 13:00:00,Sorting Robot,24.41,-6.8,63.0,180,Operational,Clear,0.157,0,0.8,0
2023-04-16 14:00:00,Sorting Robot,5.59,20.3,33.7,119,Operational,Rain,0.185,0,0.92,0
2023-04-16 15:00:00,Sorting Robot,18.7,14.5,33.8,119,Operational,Snow,0.122,0,0.93,0
2023-04-16 16:00:00,Sorting Robot,20.23,9.1,24.0,137,Maintenance,Snow,0.156,0,0.0,0
2023-04-16 17:00:00,Sorting Robot,19.18,4.3,51.7,111,Operational,Rain,0.12,0,0.55,0
2023-04-16 18:00:00,Sorting Robot,17.38,25.3,63.5,94,Maintenance,Rain,0.131,0,0.0,0
2023-04-16 19:00:00,Sorting Robot,17.99,15.3,23.0,105,Operational,Cloudy,0.119,0,0.56,0
2023-04-16 20:00:00,Sorting Robot,6.03,11.8,72.1,64,Operational,Clear,0.123,0,0.66,0
2023-04-16 21:00:00,Sorting Robot,6.99,26.5,72.3,68,Maintenance,Snow,0.126,0,0.0,0
2023-04-16 22:00:00,Sorting Robot,9.35,30.8,63.0,146,Operational,Clear,0.114,0,0.53,0
2023-04-16 23:00:00,Sorting Robot,11.14,1.1,70.4,124,Operational,Cloudy,0.197,0,0.66,0
2023-04-17 00:00:00,Sorting Robot,14.71,-3.2,32.4,149,Operational,Snow,0.194,0,0.95,0
2023-04-17 01:00:00,Sorting Robot,23.98,-1.8,72.8,199,Operational,Snow,0.117,0,0.65,0
2023-04-17 02:00:00,Sorting Robot,14.95,-6.6,25.2,170,Operational,Cloudy,0.148,0,0.52,0
2023-04-17 03:00:00,Sorting Robot,13.37,33.5,54.0,61,Operational,Clear,0.163,0,0.81,0
2023-04-17 04:00:00,Sorting Robot,9.46,3.6,82.1,115,Idle,Rain,0.195,5,0.0,0
2023-04-17 05:00:00,Sorting Robot,15.94,-8.2,28.0,104,Idle,Snow,0.161,28,0.0,1
2023-04-17 06:00:00,Sorting Robot,18.65,22.3,64.9,200,Operational,Cloudy,0.103,0,0.9,0
2023-04-17 07:00:00,Sorting Robot,8.46,13.0,27.4,139,Operational,Snow,0.166,0,0.54,0
2023-04-17 08:00:00,Sorting Robot,8.63,29.1,75.4,94,Operational,Snow,0.188,0,0.94,0
2023-04-17 09:00:00,Sorting Robot,11.23,27.7,41.5,55,Operational,Snow,0.145,0,0.77,0
2023-04-17 10:00:00,Sorting Robot,4.64,8.4,20.3,123,Operational,Clear,0.177,0,0.97,0
2023-04-17 11:00:00,Sorting Robot,9.74,0.3,58.1,119,Operational,Snow,0.148,0,0.56,0
2023-04-17 12:00:00,Sorting Robot,12.78,22.6,56.1,186,Operational,Cloudy,0.166,0,0.76,0
2023-04-17 13:00:00,Sorting Robot,15.98,8.2,57.3,66,Operational,Cloudy,0.107,0,0.96,0
2023-04-17 14:00:00,Sorting Robot,21.83,-4.3,34.4,122,Operational,Snow,0.181,0,0.68,0
2023-04-17 15:00:00,Sorting Robot,9.96,8.2,40.9,162,Operational,Rain,0.106,0,0.52,0
2023-04-17 16:00:00,Sorting Robot,21.04,12.6,57.1,160,Operational,Cloudy,0.11,0,0.76,0
2023-04-17 17:00:00,Sorting Robot,9.6,31.6,79.7,53,Operational,Cloudy,0.113,0,0.58,0
2023-04-17 18:00:00,Sorting Robot,20.54,11.5,63.2,109,Operational,Clear,0.183,0,0.71,0
2023-04-17 19:00:00,Sorting Robot,4.25,5.8,20.9,106,Operational,Clear,0.147,0,0.53,0
2023-04-17 20:00:00,Sorting Robot,20.82,-3.0,88.6,169,Operational,Cloudy,0.145,0,0.93,0
2023-04-17 21:00:00,Sorting Robot,11.42,-2.0,47.3,162,Idle,Snow,0.2,6,0.0,0
2023-04-17 22:00:00,Sorting Robot,10.73,30.5,56.8,99,Operational,Clear,0.2,0,0.6,0
2023-04-17 23:00:00,Sorting Robot,22.51,8.4,69.8,195,Idle,Cloudy,0.157,1,0.0,0
2023-04-18 00:00:00,Sorting Robot,15.19,32.8,37.3,132,Operational,Clear,0.181,0,0.62,0
2023-04-18 01:00:00,Sorting Robot,8.99,29.2,64.7,78,Operational,Rain,0.165,0,0.96,0
2023-04-18 02:00:00,Sorting Robot,18.73,34.5,39.7,102,Operational,Snow,0.104,0,0.5,0
2023-04-18 03:00:00,Sorting Robot,11.97,17.1,53.7,108,Idle,Cloudy,0.123,23,0.0,1
2023-04-18 04:00:00,Sorting Robot,10.07,16.9,21.2,84,Maintenance,Cloudy,0.137,0,0.0,0
2023-04-18 05:00:00,Sorting Robot,16.77,-1.3,55.8,123,Operational,Cloudy,0.181,0,0.73,0
2023-04-18 06:00:00,Sorting Robot,13.73,0.8,34.7,107,Operational,Snow,0.139,0,0.66,0
2023-04-18 07:00:00,Sorting Robot,8.13,13.5,58.9,110,Idle,Clear,0.138,24,0.0,1
2023-04-18 08:00:00,Sorting Robot,10.38,21.8,47.1,87,Operational,Clear,0.164,0,0.6,0
2023-04-18 09:00:00,Sorting Robot,12.15,29.0,43.7,62,Operational,Snow,0.13,0,0.82,0
2023-04-18 10:00:00,Sorting Robot,5.34,2.5,72.4,88,Operational,Rain,0.131,0,0.78,0
2023-04-18 11:00:00,Sorting Robot,9.25,18.5,29.7,103,Maintenance,Clear,0.11,0,0.0,0
2023-04-18 12:00:00,Sorting Robot,11.23,27.5,88.9,163,Idle,Snow,0.148,15,0.0,0
2023-04-18 13:00:00,Sorting Robot,19.89,12.8,31.5,171,Operational,Snow,0.152,0,0.76,0
2023-04-18 14:00:00,Sorting Robot,24.97,-7.4,25.6,157,Operational,Clear,0.194,0,0.51,0
2023-04-18 15:00:00,Sorting Robot,20.45,14.3,24.5,145,Idle,Rain,0.105,0,0.0,0
2023-04-18 16:00:00,Sorting Robot,4.76,14.7,63.3,72,Operational,Cloudy,0.159,0,0.97,0
2023-04-18 17:00:00,Sorting Robot,10.43,-5.6,67.9,150,Idle,Rain,0.127,15,0.0,0
2023-04-18 18:00:00,Sorting Robot,7.38,14.5,84.9,92,Operational,Snow,0.199,0,0.55,0
2023-04-18 19:00:00,Sorting Robot,5.31,32.3,21.2,61,Operational,Clear,0.198,0,0.63,0
2023-04-18 20:00:00,Sorting Robot,20.67,-9.7,82.0,122,Operational,Cloudy,0.174,0,0.97,0
2023-04-18 21:00:00,Sorting Robot,17.07,2.0,65.2,115,Operational,Clear,0.197,0,0.95,0
2023-04-18 22:00:00,Sorting Robot,19.24,-7.3,43.7,178,Operational,Rain,0.186,0,0.64,0
2023-04-18 23:00:00,Sorting Robot,14.48,-9.6,33.1,168,Operational,Snow,0.106,0,0.52,0
2023-04-19 00:00:00,Sorting Robot,13.52,8.1,65.4,76,Idle,Clear,0.153,18,0.0,0
2023-04-19 01:00:00,Sorting Robot,8.98,9.6,21.3,119,Operational,Rain,0.167,0,0.72,0
2023-04-19 02:00:00,Sorting Robot,5.75,1.9,36.1,169,Operational,Rain,0.183,0,0.94,0
2023-04-19 03:00:00,Sorting Robot,5.52,6.5,69.1,119,Operational,Snow,0.189,0,0.95,0
2023-04-19 04:00:00,Sorting Robot,15.04,-2.9,74.6,160,Operational,Cloudy,0.168,0,0.74,0
2023-04-19 05:00:00,Sorting Robot,4.73,-6.5,78.8,76,Operational,Cloudy,0.136,0,0.99,0
2023-04-19 06:00:00,Sorting Robot,9.62,9.2,77.4,187,Idle,Snow,0.183,8,0.0,0
2023-04-19 07:00:00,Sorting Robot,26.32,10.8,55.7,170,Maintenance,Cloudy,0.189,0,0.0,0
2023-04-19 08:00:00,Sorting Robot,6.3,5.6,86.5,123,Operational,Clear,0.103,0,0.77,0
2023-04-19 09:00:00,Sorting Robot,6.05,24.6,35.5,129,Idle,Cloudy,0.185,5,0.0,0
2023-04-19 10:00:00,Sorting Robot,25.88,34.4,68.6,164,Operational,Cloudy,0.183,0,0.63,0
2023-04-19 11:00:00,Sorting Robot,14.63,-5.1,76.6,101,Operational,Clear,0.181,0,0.86,0
2023-04-19 12:00:00,Sorting Robot,21.11,12.7,85.9,163,Operational,Rain,0.101,0,0.85,0
2023-04-19 13:00:00,Sorting Robot,10.85,14.5,29.7,98,Operational,Clear,0.152,0,0.73,0
2023-04-19 14:00:00,Sorting Robot,13.59,9.5,64.2,87,Idle,Snow,0.17,11,0.0,0
2023-04-19 15:00:00,Sorting Robot,14.44,24.3,78.3,119,Maintenance,Rain,0.107,0,0.0,0
2023-04-19 16:00:00,Sorting Robot,13.93,6.4,20.3,106,Operational,Cloudy,0.198,0,0.91,0
2023-04-19 17:00:00,Sorting Robot,21.03,11.9,69.6,165,Operational,Clear,0.159,0,0.94,0
2023-04-19 18:00:00,Sorting Robot,5.51,4.5,67.1,119,Operational,Snow,0.114,0,0.97,0
2023-04-19 19:00:00,Sorting Robot,21.13,14.4,72.8,136,Maintenance,Cloudy,0.193,0,0.0,0
2023-04-19 20:00:00,Sorting Robot,12.04,-6.0,69.1,71,Operational,Snow,0.16,0,0.57,0
2023-04-19 21:00:00,Sorting Robot,7.52,24.8,42.1,99,Operational,Snow,0.171,0,0.61,0
2023-04-19 22:00:00,Sorting Robot,25.25,12.4,42.2,194,Idle,Clear,0.195,12,0.0,0
2023-04-19 23:00:00,Sorting Robot,7.0,27.1,47.8,112,Operational,Cloudy,0.17,0,0.95,0
2023-04-20 00:00:00,Sorting Robot,7.94,8.1,22.9,165,Operational,Snow,0.138,0,0.75,0
2023-04-20 01:00:00,Sorting Robot,20.89,3.1,54.1,116,Idle,Snow,0.108,1,0.0,0
2023-04-20 02:00:00,Sorting Robot,11.06,26.2,51.9,53,Operational,Clear,0.197,0,0.73,0
2023-04-20 03:00:00,Sorting Robot,6.18,-5.7,78.0,50,Maintenance,Cloudy,0.191,0,0.0,0
2023-04-20 04:00:00,Sorting Robot,27.58,-6.3,36.0,183,Operational,Cloudy,0.188,0,0.61,0
2023-04-20 05:00:00,Sorting Robot,8.29,24.9,26.0,154,Idle,Clear,0.118,21,0.0,1
2023-04-20 06:00:00,Sorting Robot,15.17,-8.1,53.9,196,Operational,Cloudy,0.159,0,0.84,0
2023-04-20 07:00:00,Sorting Robot,6.63,16.8,39.5,149,Operational,Rain,0.173,0,0.65,0
2023-04-20 08:00:00,Sorting Robot,16.49,1.1,68.3,198,Operational,Rain,0.12,0,0.88,0
2023-04-20 09:00:00,Sorting Robot,15.85,26.3,89.0,176,Maintenance,Rain,0.104,0,0.0,0
2023-04-20 10:00:00,Sorting Robot,23.86,13.3,21.6,149,Operational,Clear,0.117,0,0.96,0
2023-04-20 11:00:00,Sorting Robot,7.45,32.8,74.3,176,Operational,Clear,0.156,0,0.68,0
2023-04-20 12:00:00,Sorting Robot,16.55,26.9,41.2,195,Operational,Rain,0.157,0,0.52,0
2023-04-20 13:00:00,Sorting Robot,9.6,17.4,44.1,54,Operational,Rain,0.112,0,0.67,0
2023-04-20 14:00:00,Sorting Robot,6.92,16.2,60.0,112,Operational,Clear,0.141,0,0.76,0
2023-04-20 15:00:00,Sorting Robot,6.82,-6.3,62.0,77,Maintenance,Rain,0.192,0,0.0,0
2023-04-20 16:00:00,Sorting Robot,16.84,2.1,75.1,153,Idle,Snow,0.169,0,0.0,0
2023-04-20 17:00:00,Sorting Robot,8.43,30.6,79.3,179,Idle,Clear,0.193,19,0.0,0
2023-04-20 18:00:00,Sorting Robot,14.53,-3.8,42.1,135,Idle,Rain,0.193,22,0.0,1
2023-04-20 19:00:00,Sorting Robot,23.45,18.2,81.2,146,Operational,Cloudy,0.175,0,0.74,0
2023-04-20 20:00:00,Sorting Robot,16.52,7.5,39.3,173,Operational,Snow,0.105,0,0.61,0
2023-04-20 21:00:00,Sorting Robot,11.62,6.1,79.7,132,Operational,Rain,0.124,0,0.89,0
2023-04-20 22:00:00,Sorting Robot,5.86,32.4,74.2,95,Operational,Snow,0.132,0,0.8,0
2023-04-20 23:00:00,Sorting Robot,6.03,-1.2,64.6,55,Operational,Cloudy,0.154,0,0.85,0
2023-04-21 00:00:00,Sorting Robot,22.05,25.4,76.0,169,Idle,Snow,0.114,16,0.0,0
2023-04-21 01:00:00,Sorting Robot,8.27,34.5,74.1,192,Idle,Clear,0.17,24,0.0,1
2023-04-21 02:00:00,Sorting Robot,18.16,11.2,50.0,145,Operational,Snow,0.117,0,1.0,0
2023-04-21 03:00:00,Sorting Robot,14.69,14.5,61.6,172,Operational,Clear,0.161,0,0.83,0
2023-04-21 04:00:00,Sorting Robot,6.35,5.5,52.3,57,Operational,Rain,0.177,0,0.87,0
2023-04-21 05:00:00,Sorting Robot,4.47,26.5,69.2,107,Operational,Rain,0.119,0,0.69,0
2023-04-21 06:00:00,Sorting Robot,24.34,0.5,57.2,165,Idle,Clear,0.174,30,0.0,1
2023-04-21 07:00:00,Sorting Robot,5.44,2.0,47.8,125,Idle,Snow,0.101,6,0.0,0
2023-04-21 08:00:00,Sorting Robot,24.7,9.1,71.0,178,Operational,Clear,0.143,0,0.59,0
2023-04-21 09:00:00,Sorting Robot,13.03,1.8,51.2,81,Operational,Cloudy,0.154,0,0.92,0
2023-04-21 10:00:00,Sorting Robot,18.4,-9.2,89.4,95,Operational,Rain,0.115,0,0.52,0
2023-04-21 11:00:00,Sorting Robot,16.65,17.8,70.5,187,Operational,Snow,0.128,0,0.82,0
2023-04-21 12:00:00,Sorting Robot,13.27,18.6,30.4,58,Idle,Cloudy,0.175,19,0.0,0
2023-04-21 13:00:00,Sorting Robot,13.23,-6.2,52.4,157,Operational,Rain,0.146,0,0.73,0
2023-04-21 14:00:00,Sorting Robot,16.41,13.6,39.4,185,Operational,Snow,0.11,0,0.59,0
2023-04-21 15:00:00,Sorting Robot,4.25,-6.0,33.0,109,Operational,Snow,0.104,0,0.9,0
2023-04-21 16:00:00,Sorting Robot,8.78,-1.0,56.4,77,Operational,Rain,0.133,0,0.93,0
2023-04-21 17:00:00,Sorting Robot,8.68,11.9,56.2,53,Operational,Clear,0.127,0,0.84,0
2023-04-21 18:00:00,Sorting Robot,16.84,-7.9,39.7,131,Idle,Clear,0.103,10,0.0,0
2023-04-21 19:00:00,Sorting Robot,9.94,-8.8,46.1,148,Operational,Rain,0.17,0,0.88,0
2023-04-21 20:00:00,Sorting Robot,17.95,-8.4,50.5,88,Operational,Clear,0.131,0,0.6,0
2023-04-21 21:00:00,Sorting Robot,7.85,13.5,51.6,109,Operational,Clear,0.123,0,0.84,0
2023-04-21 22:00:00,Sorting Robot,9.07,4.5,89.0,110,Idle,Rain,0.155,14,0.0,0
2023-04-21 23:00:00,Sorting Robot,16.26,-6.7,57.7,186,Idle,Clear,0.135,1,0.0,0
2023-04-22 00:00:00,Sorting Robot,21.32,9.3,32.5,149,Operational,Clear,0.192,0,0.92,0
2023-04-22 01:00:00,Sorting Robot,11.86,26.2,58.4,154,Operational,Rain,0.117,0,0.91,0
2023-04-22 02:00:00,Sorting Robot,15.43,-8.0,32.7,196,Idle,Snow,0.119,10,0.0,0
2023-04-22 03:00:00,Sorting Robot,22.53,16.2,70.7,143,Operational,Rain,0.121,0,0.64,0
2023-04-22 04:00:00,Sorting Robot,9.84,22.3,35.2,94,Idle,Clear,0.175,1,0.0,0
2023-04-22 05:00:00,Sorting Robot,11.84,6.9,30.2,185,Operational,Rain,0.108,0,0.84,0
2023-04-22 06:00:00,Sorting Robot,21.7,-7.9,60.2,126,Operational,Clear,0.186,0,0.54,0
2023-04-22 07:00:00,Sorting Robot,9.04,22.2,68.3,106,Operational,Cloudy,0.111,0,0.93,0
2023-04-22 08:00:00,Sorting Robot,9.91,14.9,68.9,75,Operational,Snow,0.122,0,0.63,0
2023-04-22 09:00:00,Sorting Robot,11.99,14.1,36.4,131,Operational,Cloudy,0.107,0,1.0,0
2023-04-22 10:00:00,Sorting Robot,4.99,17.8,30.2,64,Operational,Rain,0.148,0,0.51,0
2023-04-22 11:00:00,Sorting Robot,21.81,8.5,86.1,154,Operational,Cloudy,0.193,0,0.56,0
2023-04-22 12:00:00,Sorting Robot,17.08,6.7,58.8,120,Maintenance,Snow,0.139,0,0.0,0
2023-04-22 13:00:00,Sorting Robot,14.72,4.4,41.4,77,Maintenance,Clear,0.138,0,0.0,0
2023-04-22 14:00:00,Sorting Robot,9.21,-9.3,73.9,180,Operational,Rain,0.163,0,0.51,0
2023-04-22 15:00:00,Sorting Robot,21.82,7.4,51.9,123,Operational,Rain,0.109,0,0.88,0
2023-04-22 16:00:00,Sorting Robot,11.3,33.4,39.4,197,Operational,Clear,0.195,0,0.74,0
2023-04-22 17:00:00,Sorting Robot,7.19,27.0,75.6,56,Operational,Rain,0.119,0,0.85,0
2023-04-22 18:00:00,Sorting Robot,12.68,12.6,54.3,99,Idle,Rain,0.103,23,0.0,1
2023-04-22 19:00:00,Sorting Robot,8.26,-9.8,42.0,80,Operational,Rain,0.172,0,0.66,0
2023-04-22 20:00:00,Sorting Robot,19.39,6.2,58.5,188,Operational,Clear,0.133,0,0.78,0
2023-04-22 21:00:00,Sorting Robot,8.63,17.8,38.3,122,Maintenance,Cloudy,0.189,0,0.0,0
2023-04-22 22:00:00,Sorting Robot,13.39,19.1,41.8,109,Operational,Rain,0.171,0,0.51,0
2023-04-22 23:00:00,Sorting Robot,9.51,31.4,70.2,85,Operational,Snow,0.193,0,0.53,0
2023-04-23 00:00:00,Sorting Robot,12.51,23.9,56.8,71,Operational,Clear,0.147,0,0.57,0
2023-04-23 01:00:00,Sorting Robot,15.24,1.7,52.4,63,Operational,Clear,0.107,0,0.55,0
2023-04-23 02:00:00,Sorting Robot,14.69,-3.1,64.2,198,Operational,Rain,0.115,0,0.56,0
2023-04-23 03:00:00,Sorting Robot,15.54,20.3,52.4,73,Operational,Cloudy,0.14,0,0.83,0
2023-04-23 04:00:00,Sorting Robot,24.89,25.8,86.8,178,Operational,Rain,0.178,0,0.71,0
2023-04-23 05:00:00,Sorting Robot,21.0,34.2,38.5,188,Operational,Snow,0.113,0,0.8,0
2023-04-23 06:00:00,Sorting Robot,9.29,21.0,26.3,113,Operational,Clear,0.164,0,0.8,0
2023-04-23 07:00:00,Sorting Robot,13.9,20.1,28.7,127,Operational,Clear,0.193,0,0.98,0
2023-04-23 08:00:00,Sorting Robot,19.57,-4.3,82.6,196,Operational,Clear,0.175,0,0.58,0
2023-04-23 09:00:00,Sorting Robot,19.36,23.2,25.0,174,Operational,Clear,0.167,0,0.83,0
2023-04-23 10:00:00,Sorting Robot,14.08,-7.4,46.9,77,Operational,Clear,0.18,0,0.71,0
2023-04-23 11:00:00,Sorting Robot,12.75,-2.7,55.0,77,Operational,Rain,0.192,0,0.84,0
2023-04-23 12:00:00,Sorting Robot,15.51,27.0,38.5,79,Idle,Cloudy,0.161,1,0.0,0
2023-04-23 13:00:00,Sorting Robot,6.17,14.7,38.7,70,Operational,Clear,0.154,0,0.95,0
2023-04-23 14:00:00,Sorting Robot,14.38,0.6,39.5,50,Maintenance,Snow,0.103,0,0.0,0
2023-04-23 15:00:00,Sorting Robot,21.7,11.8,57.0,193,Operational,Clear,0.119,0,0.79,0
2023-04-23 16:00:00,Sorting Robot,5.39,-5.1,38.7,154,Operational,Snow,0.145,0,0.59,0
2023-04-23 17:00:00,Sorting Robot,6.51,-5.6,44.1,147,Maintenance,Clear,0.166,0,0.0,0
2023-04-23 18:00:00,Sorting Robot,13.6,-1.0,69.7,56,Operational,Rain,0.174,0,0.88,0
2023-04-23 19:00:00,Sorting Robot,9.34,19.0,46.3,95,Idle,Rain,0.157,13,0.0,0
2023-04-23 20:00:00,Sorting Robot,7.91,1.2,44.1,144,Operational,Rain,0.178,0,0.87,0
2023-04-23 21:00:00,Sorting Robot,20.15,12.6,45.9,166,Operational,Rain,0.108,0,0.52,0
2023-04-23 22:00:00,Sorting Robot,12.82,21.5,58.5,63,Idle,Snow,0.128,12,0.0,0
2023-04-23 23:00:00,Sorting Robot,12.94,-5.1,50.1,139,Operational,Cloudy,0.176,0,0.56,0
